App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6114422,HDR,07/11/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116909,HDR,08/08/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114092,HDR,07/08/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,08/25/2025 11:00:00 PM
6116475,HDR,08/03/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117683,HDR,08/16/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118197,HDR,08/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118097,HDR,08/21/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118425,HDR,08/25/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6111146,HDR,05/28/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116676,HDR,08/05/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6109654,HDR,05/03/2025,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115123,HDR,07/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6111719,HDR,06/05/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115852,HDR,07/27/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112020,HDR,06/10/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6118090,HDR,08/21/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6111305,HDR,05/29/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117139,HDR,08/11/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112680,HDR,06/19/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6110430,HDR,05/15/2025,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118071,HDR,08/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6115519,HDR,07/23/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6111781,HDR,06/05/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,08/25/2025 11:00:00 PM
6116454,HDR,08/02/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116486,HDR,08/03/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115120,HDR,07/19/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117485,HDR,08/14/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6117713,HDR,08/16/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6111677,HDR,06/04/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,08/25/2025 11:00:00 PM
6116232,HDR,07/31/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6115063,HDR,07/18/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6109832,HDR,05/06/2025,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116948,HDR,08/08/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115111,HDR,07/19/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6110501,HDR,05/16/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6116940,HDR,08/08/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112780,HDR,06/20/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6114785,HDR,07/16/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,08/25/2025 11:00:00 PM
6116620,HDR,08/05/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6111050,HDR,05/26/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6110280,HDR,05/13/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115189,HDR,07/21/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6113887,HDR,07/07/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6110647,HDR,05/19/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117468,HDR,08/14/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116960,HDR,08/08/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112519,HDR,06/17/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117971,HDR,08/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112183,HDR,06/12/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6117312,HDR,08/12/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115673,HDR,07/24/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6113437,HDR,06/30/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6115565,HDR,07/23/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6116459,HDR,08/03/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6110696,HDR,05/19/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6113610,HDR,07/01/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6116482,HDR,08/03/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6111953,HDR,06/09/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117910,HDR,08/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116411,HDR,08/02/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117809,HDR,08/18/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6111917,HDR,06/09/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115467,HDR,07/22/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6112826,HDR,06/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6117388,HDR,08/13/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6113508,HDR,06/30/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6118198,HDR,08/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118256,HDR,08/23/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6110304,HDR,05/13/2025,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,08/25/2025 11:00:00 PM
6113841,HDR,07/05/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6118020,HDR,08/20/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6116704,HDR,08/05/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6114872,HDR,07/16/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6111415,HDR,05/31/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116341,HDR,08/01/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116988,HDR,08/08/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6118233,HDR,08/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116415,HDR,08/02/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6112516,HDR,06/16/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6114105,HDR,07/08/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6116717,HDR,08/06/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6115294,HDR,07/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114904,HDR,07/17/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6112682,HDR,06/19/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117665,HDR,08/16/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116227,HDR,07/31/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6111034,HDR,05/26/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6117707,HDR,08/16/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6112326,HDR,06/14/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,08/25/2025 11:00:00 PM
6117103,HDR,08/10/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117140,HDR,08/11/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6114334,HDR,07/10/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6111419,HDR,05/31/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6118093,HDR,08/21/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115860,HDR,07/27/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6109917,HDR,05/07/2025,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,08/25/2025 11:00:00 PM
6117694,HDR,08/16/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117722,HDR,08/17/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115893,HDR,07/28/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118113,HDR,08/21/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115984,HDR,07/28/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117453,HDR,08/14/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117330,HDR,08/12/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6113054,HDR,06/24/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116777,HDR,08/06/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6117752,HDR,08/17/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6111713,HDR,06/04/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6118038,HDR,08/20/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115072,HDR,07/18/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,08/25/2025 11:00:00 PM
6117902,HDR,08/18/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115360,HDR,07/22/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6114243,HDR,07/10/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6118190,HDR,08/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6114367,HDR,07/11/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6117677,HDR,08/16/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116978,HDR,08/08/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6117813,HDR,08/18/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116464,HDR,08/03/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117916,HDR,08/19/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6116956,HDR,08/08/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6118056,HDR,08/20/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6110016,HDR,05/08/2025,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6117614,HDR,08/15/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6110479,HDR,05/16/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6109934,HDR,05/07/2025,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6115188,HDR,07/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
6113388,HDR,06/30/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6117376,HDR,08/13/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,08/25/2025 11:00:00 PM
6117123,HDR,08/10/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117334,HDR,08/12/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Fingerprints needed,08/25/2025 11:00:00 PM
6114116,HDR,07/08/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/25/2025 11:00:00 PM
6117800,HDR,08/18/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/25/2025 11:00:00 PM
6115082,HDR,07/18/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/25/2025 11:00:00 PM
